car_id,remaining_battery,drain_rate,remaining_range,estimated_time_left,time_to_station,distance_to_station,priority
1,34.300550256348366,5.21689206531418,153.92991711516322,339.10576992994567,42.809105693279605,2.582721492937392,0.5448589137975433
2,100.0,5.709710024105913,148.94131051346477,400.98627671838256,7.769234269000751,0.740043597317342,0.42919308782860505
3,81.52778958370999,8.677459781000161,69.58358288186831,332.37235410160724,18.415530251328413,16.64943238512855,0.5976189464007401
4,63.52052559021155,5.184648248963792,218.6956151258843,75.36903518851967,37.56153658534259,30.0,0.6383000462231636
5,13.88648439053666,8.207409496384246,204.21197814782568,171.15225333615547,26.481382940627093,15.141735892924235,0.6432441247433915
6,21.60260033851888,2.55158362969956,371.3319043584579,138.25821062482618,45.91873136002035,1.5501366225026756,0.4598289159729007
7,0.14106302156765338,7.2734125194172545,48.54296359317898,144.60671126417878,60.0,5.3816781160937515,0.8560518137840315
8,92.0004911537148,9.69960792927805,267.3296582572492,403.38416955869894,6.3688338534070255,9.773034193238939,0.30674546338073067
9,64.7513688614211,3.7594138559782806,280.48352367728876,331.01534991669837,41.730884963031585,10.071222439977303,0.36895041410230717
10,70.05052910635816,4.902329777292083,317.93190033830734,170.3866041543161,12.865786667209933,0.1,0.44500117089786323
11,7.754380996334104,2.834775163752689,381.34986329673706,14.175906171716427,27.984273360903963,27.568648097810488,0.5590696946795046
12,94.75487956888018,6.97351309926956,299.7052066172267,126.51830921161219,4.196653560073723,14.37289216280058,0.47367104059432696
13,76.91883608955101,6.308238941578521,335.1883597415407,558.8268792480412,59.93934993861791,25.257022330782302,0.12240805949987012
14,26.123736132827222,6.946271463184957,165.7752299438622,247.94390228425254,16.28818122461175,3.6609231016792334,0.6128418887821021
15,17.756282075012766,3.460433843493052,182.38728882774194,538.8993096427653,18.322263608260453,3.0978384767141387,0.3760755368162732
16,21.34935400183672,3.5467782406250037,13.387601850954498,529.9934536027089,54.59264381916012,16.945583060254116,0.5721656473887311
17,39.5286572537508,9.150831924210745,21.842560292534852,297.5771873183794,45.425659153474996,26.461367680408657,0.7275757257551237
18,2.271074592482817,5.029289891124252,377.762821673595,469.1908462341671,58.311272711736514,16.273277233650678,0.22558504840639132
19,42.477604340011695,6.58689356272205,4.321742620037185,112.83760256448778,38.30675413519709,27.68132192926435,0.8813181657865947
20,36.97108654269276,8.389613897267587,106.4288922957602,408.1896159967037,11.654506952943835,22.797198048243065,0.5481603978765083
21,64.52894812651436,7.055200853336445,71.83775002901113,169.64375790300713,21.227236902998815,2.507700004182477,0.7363674109030885
22,10.450472344181202,5.134343077411021,40.188573689989525,493.749825173706,20.60187912441137,8.93107327793944,0.5840996322776038
23,24.43937633582442,10.0,372.89612941063234,97.07647129109998,17.437244637055112,18.965135571040875,0.4973487951475418
